,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1967,7DVzPVfsZsItLxOBPrz5Hh,American Pie,The Deep Dixie Boys,35,4JpPMfD1WkIJtmLTsfcOkJ,Only a Country Heart,2015-07-23,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.563,0.505,4,-7.002,0,0.0578,0.713,0.0,0.32,0.448,138.022,276079
3310,7De6b4XLpncmtmhh0rztDh,No Hay Palabras,Mœnia,23,5J5Ips2LzDrTUaCVB7KZSq,Adicion,1999-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.509,0.806,0,-6.505,1,0.048,0.0097,0.448,0.218,0.332,175.973,371453
1151,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,75,392p3shh2jkxUxY2VHvlH8,channel ORANGE,2012-01-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747
1559,7DoNtK2gVFRwJh0hkHe5wQ,Easy,Camila Cabello,73,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686
5013,7DtIdJ2oeqBIeX8muz8ybI,Falling Faster,Andrew Ripp,2,1SSI490rtTlMRosp3iQy6R,Andrew Ripp,2015-10-16,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.589,0.846,5,-5.455,1,0.0377,0.069,0.00125,0.0904,0.704,122.0,266173
3087,7DtU5wN2b4dgOvcb5HNtxI,When I Grow Up,Confetti,42,2niy6ozouVRVBmxCKqgXXK,When I Grow Up,2018-04-19,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.765,0.694,5,-7.036,1,0.352,0.0563,0.0,0.374,0.394,91.992,168931
5372,7DuLZ8HdkbJsFSIBJTYV9U,Grasshopper,Agnes Obel,35,3jTTLPuVcL6J9pgujnU1lS,Citizen of Glass,2016-10-21,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.734,0.0772,2,-19.6,1,0.0544,0.846,0.95,0.0905,0.159,120.07,158360
2048,7EGAB9F26KVQ6TQCy4G6eW,Gold Jacket,Sam Tsui,29,67Z4n9mlhlEnbyirTmm7bK,Gold Jacket,2019-09-06,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.652,0.544,0,-9.811,1,0.0558,0.0633,0.409,0.223,0.252,129.932,266400
1414,7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,63,3SR9XT8f7LEUDcMFZO4wPd,Jordin Sparks,2007-11-19,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373
236,7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59,2iDiLocF5KAJfxDz7p5c68,Found Love (feat. Lovespeake),2019-02-15,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024
3120,7EJV4G8HLzJvuQjRGWrnqD,tired of my life,updog,40,0zu9QeIOyjCfeJbf4d7iSY,tired of my life,2019-09-18,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.348,0.478,11,-8.69,0,0.107,0.144,2.17e-05,0.646,0.358,174.973,132414
1598,7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,73,5ZQB1ZQ2Yx9YT3nZlR2Pgu,Warrior (Expanded Edition),2012-11-30,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920
5472,7ESboJkv8dqKx501qftMkG,Hurry Up,Annie Lux,33,6pqoWUr7n02JwoDinwuRN0,Hurry Up,2018-11-16,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.757,0.587,2,-7.832,1,0.0685,0.604,3.04e-05,0.0935,0.657,119.695,180886
3303,7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Burak Yeter,74,6TvNvQ8DNIFyOMMksmKVDB,Tuesday (feat. Danelle Sandoval),2016-09-02,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875
1675,7EbUzSDb2R7EgyO3uGN1Oz,Bruised and Scarred,Mayday Parade,44,0JK09CS7SdFERmAiBNjawF,Anywhere But Here,2009-10-05,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.512,0.953,2,-3.474,1,0.0889,0.00185,0.0,0.102,0.452,123.07,203293
5376,7Ec9qiOemgoYl73dQcCsNH,Haunt,BANKS,0,3SzNTLHbVm0borYWkbrzf0,The Altar,2016-09-30,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.443,0.608,3,-10.537,0,0.161,0.257,0.00205,0.13,0.807,142.406,222413
457,7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,65,2TpvJhw6RYTTn4eDrAb3eJ,MIC Drop (feat. Desiigner) [Steve Aoki Remix],2017-11-24,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.613,0.842,10,-4.332,0,0.219,0.0157,0.0,0.23,0.645,169.917,238726
424,7EdnZLYzleCTG6eVJnZbR8,Y.E.S,KEITA,21,6wi6w72EhFXg2UwZtcmjou,Y.E.S,2019-11-20,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.599,0.795,7,-5.072,0,0.15,0.223,0.0,0.125,0.479,150.036,146500
903,7EixVppWsnZOvJJ4ZqET14,Good Life,The Young Escape,47,6gIzH5Pa4X3QKugzZCqpTH,Good Life,2017-10-20,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.587,0.715,4,-6.348,0,0.0931,0.0539,0.0,0.262,0.433,178.081,185427
3649,7EmSPZ9f1AiLR9eVHNSI62,Brothers In Arms,Dire Straits,24,1NF8WUbdC632SIwixiWrLh,Brothers In Arms (Remastered),1985-05-13,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.413,0.296,8,-13.904,0,0.0277,0.531,0.801,0.183,0.144,79.273,424000
3308,7EzQpS56OD25OuAU0HMivB,Baila Mi Corazón,Belanova,33,4A5xZNLt57Xm0e19OPyNGX,12 Favoritas,2014-10-14,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.624,0.729,5,-4.665,1,0.0269,0.0153,0.0676,0.259,0.33,132.053,217733
2218,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,74,4sBgGazGb7S9ZUQJu2Y0qa,Back to You (feat. Bebe Rexha & Digital Farm Animals),2017-07-21,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,190428
103,7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,58,25sQqb9Bw2zbBLXQGJwFRG,Lovers + Strangers,2019-10-11,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214,178501
2979,7FCfMXYTIiQ9b4hDYs4Iol,Be the One,Dua Lipa,68,01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),2017-06-02,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,202915
37,7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,2018-07-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360
2196,7FESgYLcOufHqKlwrvJN60,Feel It Still,Portugal. The Man,66,2fbps64P1Z4EEktydBn9yZ,Feel It Still,2017-03-02,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,163251
706,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Eminem,79,4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800
4899,7FLQuyyCaIrBRqNt5l83U4,Reforget,Lauv,62,7lqieLm717j9Z8JrG7POkS,I met you when I was 18. (the playlist),2018-05-31,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.44,0.469,5,-8.338,0,0.112,0.449,0.0,0.169,0.225,169.755,231676
5478,7FTnd3mjTk2aGpg2g2SFx2,Silent Treatment,Pelicandy,9,7ysi9p3pKYxyNHXSM5vq2B,Silent Treatment,2019-03-20,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.63,0.656,0,-7.963,1,0.044,0.109,0.000123,0.258,0.61,80.004,239500
2334,7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,Big Sean,75,1j2x7FJXTgUT0X5hZ8TDXE,Dark Sky Paradise,2015-02-24,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.824,0.733,1,-5.475,1,0.0613,0.0355,0.0,0.324,0.393,97.971,284387
300,7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,0xbuJLlb5afBcmCpdOaszR,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019-04-25,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805
911,7FifQY094jXA1y2Z34caaC,So Good,Jabin Chavez,35,5Nl9RSpoK14O2v6E7uxPH9,So Good,2017-05-26,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.751,0.812,7,-3.512,1,0.0505,0.244,0.00985,0.151,0.699,106.984,231982
1394,7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,79,4ZIaWbFnkMozASM1CA59K6,So Close (feat. Georgia Ku),2018-11-02,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302
3203,7FlwylpJSe3ea6m1IrkizS,West End Girls - 2001 Remaster,Pet Shop Boys,58,3rnhCB65fDQFokoeKHmM0F,Please: Further Listening 1984-1986,1986-03-24,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,245360
5019,7FwUBR93O0aSvXltMM73e7,Morrison,FRENSHIP,41,4Dq6bkNjN6gOz0P51j759B,Morrison,2014-06-03,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.703,0.731,11,-6.643,1,0.0379,0.0441,0.0618,0.152,0.596,109.989,235755
5004,7Fxb0J8kBJ0H4IDxvhamhp,Can't Stop Now,White Arrows,24,5lphR8biw5eYgG7W0QvZsW,In Bardo,2014-09-16,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.474,0.794,2,-6.292,1,0.0476,0.000989,0.709,0.218,0.231,139.024,190973
3309,7G1GeydTuGnGUvqbSFUW9q,Luna,Belanova,31,4A5xZNLt57Xm0e19OPyNGX,12 Favoritas,2014-10-14,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.59,0.954,9,-4.671,0,0.0432,0.0209,0.087,0.0973,0.379,132.019,215880
1780,7GCVboEDzfL3NKp1NrAgHR,Wrong Direction,Hailee Steinfeld,79,2gjtjSAbxvoeQs6zYHj1HJ,Wrong Direction,2020-01-01,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.378,0.388,10,-9.017,1,0.036,0.472,0.0,0.157,0.188,72.293,248987
1053,7GEBsTTF3o7QW4DuxkGcnE,MIROH,Stray Kids,45,3iBC9VaLvsUgDIG6BxvzXz,Clé 1 : MIROH,2019-03-26,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617
4168,7GLL5dU80NstXjcKlDMJmr,Wander With Me,Tom Misch,53,5IW5ko3B1W5doRD3YH9DV8,Beat Tape 2,2015-08-28,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.8,0.427,6,-7.923,1,0.0346,0.584,0.0371,0.104,0.218,113.975,287228
3961,7GWaGnbGZEg1Pquhr07cVz,Drive,Glades,44,02d4EXbFk2E0GPMP7XGnXb,Drive,2016-01-21,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.589,0.72,0,-6.706,1,0.0273,0.161,0.00013,0.0995,0.353,128.014,187915
3133,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,84,733e1ZfktLSwj96X5rsMeE,Luv Is Rage 2,2017-08-25,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707
412,7Gb3OZFw2IiNk08fSN7MrR,You're the Reason - English ver.,INTERSECTION,36,5uDGBSyiC2ZDcqk5hzHCP3,You're the Reason (English ver.),2019-12-25,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.625,0.728,2,-5.486,1,0.03,0.0097,0.0,0.101,0.101,96.009,198368
1152,7GdGBGwFMg21mY9kNpNKXI,Antidote,Orion Sun,58,3fUfLlnvi1phe0vKhDBKwM,A Collection of Fleeting Moments and Daydreams,2017-07-02,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.506,0.807,8,-3.96,1,0.249,0.161,0.0,0.114,0.394,163.239,169756
3668,7GhIk7Il098yCjg4BQjzvb,Never Gonna Give You Up,Rick Astley,66,6XhjNHCyCDyyGJRM5mg40G,Whenever You Need Somebody,1987-12-08,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.727,0.939,8,-11.855,1,0.0369,0.135,4.35e-05,0.151,0.916,113.33,212827
1921,7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,The Killers,69,4undIeGmofnAYKhnDclN1w,Hot Fuss,2004-06-15,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,197160
1166,7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
2746,7HW01sQy5UOxyezzZg98nd,The Days,Avicii,6,6bV4Ee8NU7YubrdPec3ab5,The Days / Nights,2014-12-01,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.584,0.735,0,-3.215,1,0.0481,0.0495,4.03e-05,0.141,0.557,127.009,278480
1939,7HX9f8AMBl0vQxAoAzLqhS,You Make My Dreams - Remastered,Daryl Hall & John Oates,66,4tUyNf5dGXwY4TaMaxwhqF,The Very Best of Daryl Hall / John Oates,2001-01-23,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0501,0.939,167.084,187431
363,7HdHOGbA7uyepn1jbPKqOx,Roads,Vargas & Lagola,66,3ltAYQxLWZzfUmMPKMZeMr,Roads,2018-02-09,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.527,0.806,2,-5.639,0,0.0323,0.000598,0.0,0.358,0.534,131.882,234680
3160,7HewMuViUJP2QcfiaUnyOl,Office Politics,The Divine Comedy,31,4pnX8RkztAQj5EgyKKPHyL,Office Politics,2019-06-07,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.667,0.592,6,-9.679,0,0.0486,0.00155,0.00712,0.18,0.814,89.997,242080
1519,7Hjr124CfhS8HYAHJitVO4,Fire,"Matthew ""Mdot"" Finley",40,0w57XnlENgJWxQmK2iiKKa,Camp Rock 2: The Final Jam,2010-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.71,0.946,8,-4.431,0,0.078,0.123,0.0,0.203,0.681,120.089,182227
4176,7Hp5dzh57qndSeuvVpGL9B,Slow Burn,Brian Bromberg,19,7EhV3Rp6E9EZNvpU5FnGaE,Downright Upright,2007-02-20,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.718,0.471,7,-11.139,1,0.04,0.567,0.576,0.102,0.569,80.025,367893
3205,7Hqc9EvCMrnBHa1srU6kiL,Venq Tolep - Hit Club Version,Robag Wruhme,20,52rqxAyOOyU4i5pAT1wKvR,Venq Tolep EP,2019-07-05,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.865,0.726,0,-12.501,1,0.0918,0.0223,0.945,0.0515,0.108,122.008,384599
1025,7HscxMMboSPj6sTbQKLWFk,JOYRIDE (#SorryNotSorry pt.2),BananaLemon,30,04YjPGa3mtc1042kb6HdaA,JOYRIDE (#SorryNotSorry pt.2),2018-12-17,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.789,0.697,1,-5.725,1,0.0449,0.0461,0.0,0.653,0.775,104.954,216991
92,7Ht0v0LWBCOEjmNQ0iMpNr,I'm Not Alright,Loud Luxury,55,3AaYBMcqoBYcZLfBsNDLri,I'm Not Alright,2019-07-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062
4113,7IDKIfRltN07TdsdTVtRHh,All Over,CRUISR,54,5Y4IZySK48REQg8jUcwq2g,All Over,2014,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.552,0.931,2,-5.166,1,0.053,0.00836,0.0,0.0551,0.666,158.036,182653
3999,7IEi3VrMGDo4w8K2J9bk8h,Skin - Keyser Remix,Boy Untitled,31,1wIulqnyZchR6ZUzsLoLav,Skin (Keyser Remix),2019-09-23,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.646,0.715,9,-7.118,0,0.0562,0.0521,0.00443,0.269,0.387,111.998,233571
4999,7IRpfv38ZXa9euHCA3ZKMw,Calling Me,Aquilo,39,4Xy3IrgjJWWDHnZ6wYiIMb,Calling Me,2015-05-11,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.576,0.399,9,-9.617,0,0.0287,0.487,0.0,0.103,0.111,119.992,213133
3769,7IToVuRoN3NP3mJzLe0RXt,Fade Away (feat. INNA),Sam Feldt,53,2qQf72CQ3j5D9AEwvmGvdX,Sunrise,2017-10-06,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.69,0.713,4,-3.246,0,0.0329,0.0314,0.0,0.337,0.388,105.06,170857
341,7IWTIkiWGWNQyYfOLdMrGD,Burn Out (feat. Dewain Whitmore),Martin Garrix,68,3feYPmyPH7tqh1ZfsU0D0i,Burn Out (feat. Dewain Whitmore),2018-09-14,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.594,0.722,4,-5.751,0,0.0398,0.0156,0.0,0.0667,0.407,127.877,200322
4499,7IhXIYTj3JnqoyXWut3jFF,Fire Alarm,Castlecomer,52,5DUFivlOxblQTTRTfrlT15,Castlecomer,2018-10-05,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.513,0.924,9,-4.574,1,0.0503,0.000151,0.0203,0.303,0.52,145.01,237453
1596,7IohFKIwrb75c4XaqX7WWo,This Is Love,will.i.am,60,0VWYRbEcvJcPrqMGJirO6q,#willpower (Deluxe),2013-01-01,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.952,279027
4412,7IszHUVvLUq9aHzoHFfgrG,Feel You Now,The Driver Era,55,26zSceZATGbvovShGxsIkz,X,2019-06-28,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.535,0.724,7,-5.192,1,0.191,0.102,0.000121,0.207,0.501,180.077,258477
1156,7IzJ7EGpIpq2vW3ylVTtMh,Not,Big Thief,62,7pg8T6pajjHVZbiyB8bGxo,Two Hands,2019-10-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.422,0.788,11,-6.57,1,0.0556,0.101,0.00282,0.16,0.544,140.423,367093
722,7IzbHY75UhGztauT7U5eKb,Lola Bunny,Lola Indigo,69,6ZzTJncT5EwHp5Pa4xwFpS,Lola Bunny,2019-07-30,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.769,0.899,9,-1.843,0,0.0503,0.193,0.00979,0.23,0.872,94.987,187263
3753,7Izh7zLJGw1Nscd62Exxj4,Believer,Imagine Dragons,11,57lkUmA6WunanwJRN1RsGD,Evolve,2017-06-23,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.762,0.787,10,-4.311,0,0.127,0.0537,0.0,0.126,0.691,125.067,204347
3987,7J2EJ4QMpGUbB2H3SYYYtU,Alive,Madden,47,0l6inzgXEoPum1d5LBRblV,Alive,2016-09-09,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.488,0.715,8,-4.587,1,0.06,0.0202,0.0,0.1,0.361,95.996,202794
3109,7JAGL0wjf2lHoPUJ2oZF7w,Revolution - Remix,Sean&Bobo,50,2h8V6CAHtRSDYxS1wNiFnM,Revolution (Remix),2018-02-17,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.669,0.392,0,-5.581,0,0.0361,0.0668,0.25,0.159,0.0595,148.064,235154
440,7JCi89HGiURxFpr6NITY7q,Snapping,CHUNG HA,73,1lNM7RF1SVUs66OtLj4MQh,Flourishing,2019-06-24,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164
4395,7JDWhC422Gtk1Bq0mL3OTC,feel something,Bea Miller,67,6qLQLAHnS54MLHY8wxXDX5,feel something,2019-06-21,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161
4342,7JKyC1LwBJQHeiKiTRRsMx,I'm Sorry That I Love You,Peachro,20,3ZtmYa1g2ZAw6Wvxg71H09,I'm Sorry That I Love You,2019-12-11,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.712,0.16,0,-16.395,0,0.159,0.93,2.05e-05,0.0742,0.413,131.557,133704
3327,7JRO6Gc9H3j0EY3Tsdsft4,Turista del Amor,Jotdog,1,0WkblI6WGjDtIFphrW4tyI,Turista del Amor,2012-01-17,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.654,0.9,4,-3.36,0,0.0522,0.238,2.11e-05,0.0995,0.563,115.994,241000
1485,7JTg1KbHm4FXeKL8vSmTqP,I Luv U (with R3HAB),Sofia Carson,71,2VQEh1cPVhuRMOnMIquk8v,I Luv U (with R3HAB),2019-12-16,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.875,0.558,1,-6.164,1,0.0641,0.0532,2.14e-05,0.116,0.44,96.072,150938
5463,7JcNSQXmd242QV2GYKeMQ4,Takes A Little Time,Zac Samuel,38,2Rh42SrkHlTq1xAl1JjeA8,Takes A Little Time,2017-03-24,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.681,0.783,7,-5.986,1,0.034,0.132,0.0112,0.156,0.756,117.985,203539
5288,7K0aHJFgffrUKH8Z3IE8a4,Devil Devil,MILCK,52,11WFotr2U2ebzpYAsVK2Uk,Devil Devil,2016-01-11,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.539,0.389,1,-9.911,1,0.0897,0.164,6.42e-05,0.105,0.281,142.092,258641
501,7K0trO4bMEWjSiFGPG5LTQ,Therapy,Armin van Buuren,52,1S1CmT0hfOWXyL96OTl28c,Therapy,2018-04-20,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.659,0.866,2,-5.117,0,0.0545,0.018,0.0,0.13,0.705,114.862,186187
4857,7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,70,09K53TLaJZ156prccNvwuS,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,162.958,215414
301,7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Loud Luxury,63,7fesgWyA3ehM0OFK14B9xR,Body (feat. brando),2017-10-27,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216
5289,7K93PgKyLPZBQt9fPDE1K4,Sweet Dreams,BØRNS,0,4pF1FraXxBCOD8KbWsO7Fr,Blue Madonna,2018-01-12,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.623,0.548,11,-6.647,1,0.0306,0.0378,0.000143,0.115,0.319,91.964,199767
